Date,Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Species,2015TagInventory,PredatorData.PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,PredatorData.Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode,Checked,ID,PreyData.PredatorID,Inventory/Discarded,PreyID,Processing Date,Tech,NoPrey,ID_Common,ID_final_Mod,ID_final,ID_final_ITIS,Tax Group,Common Name,Characteristics Used,Total Mass (g),Total Mass (mg),Prey Mass (g),Prey Mass (mg),DigState,PreyData.Comments,Oto Cond - 1,Oto Cond - 2,Oto 1 Mass (mg),Oto 2 Mass (mg),Oto 1 L (mm),Oto 2 L (mm),Oto 1 H (mm),Oto 2 H (mm),Total L (mm),Total L (mm) - No Head,FL (mm),FL (mm) - No Head,Std L (mm),Std L (mm) - No Head,Head L (mm),PreySex,Carap L (mm),Carape W (mm),Abd L (mm),Abd W (mm),Rost L (mm),Prop L (mm) - L,Prop H (mm) - L,Prop L (mm) - R,Prop H (mm) - R,Prop L (mm) - U,Prop H (mm) - U,Mantle L (mm),Arm L (mm),Fin L (mm),Tent L (mm),BW (g),UHL,URL,UCL,UW (g),LHL,UJW,LCL,LW (g),Lens Diam 1 (mm),Lens Diam 2 (mm),Other Measurements,Vertebral Count,Pen L (mm)
8/1/16,8,1,2016,214,Charter,Kaley Y,Kenji Yamada,28,8,E,,Howard Bay,Y,0.81,300,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2278,30.75,78.1,781,93.460443,76-95,N,M,,,11,5.15,8,Contents,,,,,,00-Jan-00,,TRUE,975,2278,TRUE,2278A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,1.54,,1.54,,"2: < 5% remaining (beak, spines, otoliths)","dentary, branchiostegal rays, premaxilla, vertebrae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Kaley Y,Kenji Yamada,26,9,F,,Funter Bay,Y,1.98,300,4,"halibut skin, ATF, salmon",PH,FALSE,2283,34.5,87.6,876,104.858058,96-115,N,M,,,17,7.57,8,Contents,,,,,,00-Jan-00,,TRUE,2233,2283,TRUE,2283B,16-Jun-17,CB,2,Clams/Mussels/Snails,Mollusca,Mollusca,69458,Phylum,"Mollusc, unidentified",shell hash (from beach?),8.84,,0.03,,"2: < 5% remaining (beak, spines, otoliths)",in with 2238A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Kaley Y,Kenji Yamada,26,9,F,,Funter Bay,Y,1.98,300,4,"halibut skin, ATF, salmon",PH,FALSE,2283,34.5,87.6,876,104.858058,96-115,N,M,,,17,7.57,8,Contents,,,,,,00-Jan-00,,TRUE,2232,2283,TRUE,2283A,16-Jun-17,CB,2,Rockfishes/Sculpins,Scorpaeniformes,Sebastidae,643436,Family,"Rockfish, unidentified","maxilla and premaxilla shape, preopercle spines, otolith shape",8.84,,8.81,,"2: < 5% remaining (beak, spines, otoliths)","maxilla (2), premaxilla (2), cleithrum (2), dentary, anguloarticular; posterior, mid and anterior vertebral column pieces (3); fin rays, loose vertebrae, otolith (2)",fair,fair,45.36,50.13,9.17,9.62,5.49,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/16,8,1,2016,214,Charter,Kaley Y,Kenji Yamada,28,8,E,,Howard Bay,Y,0.81,300,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2286,32,81.3,813,97.259648,96-115,N,F,,,13,5.91,8,Contents,,,,,,00-Jan-00,,TRUE,959,2286,TRUE,2286A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","dentary, branchiostegal rays",0.37,,0.37,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/16,7,31,2016,213,Charter,Kaley Y,Kenji Yamada,27,9,F,,Funter Bay,Y,1.98,300,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2297,35.25,89.5,895,107.137581,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2369,2297,TRUE,2297B,22-Jun-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,robust parapophyses,34.89,,0.04,,"2: < 5% remaining (beak, spines, otoliths)",small vertebral column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/16,7,31,2016,213,Charter,Kaley Y,Kenji Yamada,27,9,F,,Funter Bay,Y,1.98,300,4,"halibut skin, ATF, cod, salmon",PH,FALSE,2297,35.25,89.5,895,107.137581,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2368,2297,TRUE,2297A,22-Jun-17,CB,2,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"otolith shape, robust parapophyses, club-like post cleithrum",34.89,,34.85,,3: 5-49% remaining (some muscle),"head and vertebral column with some flesh attached, lens (2), otolith (2), post cleithrum, and other head bones",good,good,194.42,185.61,15.05,15,6.19,5.79,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2303,55.5,141,1410,168.684702,>135,N,,,,94,42.64,4,large octo and cut arm,,,,,,,,TRUE,1496,2303,TRUE,2303F,1-Dec-16,CB,6,Benthic Material,Benthic Material,Rock,0,N/A,Rock,,232.36,,0.63,,,discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2303,55.5,141,1410,168.684702,>135,N,,,,94,42.64,4,large octo and cut arm,,,,,,,,TRUE,1495,2303,TRUE,2303E,1-Dec-16,CB,6,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,232.36,,0.42,,"2: < 5% remaining (beak, spines, otoliths)","octopus beak (lower), 1 lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,,18.21,0.21,6.86,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2303,55.5,141,1410,168.684702,>135,N,,,,94,42.64,4,large octo and cut arm,,,,,,,,TRUE,1494,2303,TRUE,2303D,1-Dec-16,CB,6,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,232.36,,0.58,,"2: < 5% remaining (beak, spines, otoliths)",octopus beak (upper and lower),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,11.5,,27.7,0.34,7.4,,19.83,0.24,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2303,55.5,141,1410,168.684702,>135,N,,,,94,42.64,4,large octo and cut arm,,,,,,,,TRUE,1493,2303,TRUE,2303C,1-Dec-16,CB,6,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,232.36,,0.6,,"2: < 5% remaining (beak, spines, otoliths)",octopus beak (upper and lower),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,11.55,,28.17,0.32,7.69,,18.35,0.28,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2303,55.5,141,1410,168.684702,>135,N,,,,94,42.64,4,large octo and cut arm,,,,,,,,TRUE,1492,2303,TRUE,2303B,1-Dec-16,CB,6,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,232.36,,0.83,,"2: < 5% remaining (beak, spines, otoliths)","octopus beak (upper and lower), 1 lens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,11.28,,29.29,0.33,7.24,,19.26,0.27,7.3,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2303,55.5,141,1410,168.684702,>135,N,,,,94,42.64,4,large octo and cut arm,,,,,,,,TRUE,1491,2303,TRUE,2303A,1-Dec-16,CB,6,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,232.36,,229.3,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","large! Upper and lower beak, sperm!",,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,3.79,22.03,,54.52,2.16,15.89,,34.13,1.63,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,,,9,F,,Funter Bay,,,350,,"ATF, halibut skin",PH,FALSE,2307,33.25,84.5,845,101.058853,96-115,N,F,,,13.5,6.12,2,trace bones,,,,,,,,TRUE,958,2307,TRUE,2307A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fin rays,0.08,,0.08,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2311,37.5,95.2,952,113.91632,96-115,N,F,,,22,9.98,2,misc bones,,,,,,,,TRUE,2040,2311,TRUE,2311A,6-Jun-17,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,4.57,,4.57,,"2: < 5% remaining (beak, spines, otoliths)","post cleithrum (2), operculum, dentary, misc. bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,6,8,E,,Howard Bay,Y,1.76,360,4,"halibut skin, ATF, cod",PH,FALSE,2320,30.25,76.8,768,91.940761,76-95,N,M,,,11,5.1,8,Contents,,,,,,00-Jan-00,,TRUE,978,2320,TRUE,2320A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",dentary,0.16,,0.16,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2321,34,86.4,864,103.338376,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,979,2321,TRUE,2321A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bone,0.03,,0.03,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, skin",PH,FALSE,2323,29.5,74.9,749,89.661238,76-95,N,M,,,9,4.08,3,shell and muscle,,,,,,,,TRUE,2376,2323,TRUE,2323A,22-Jun-17,CB,1,Clams/Mussels/Snails,Mollusca,Mollusca,69458,Phylum,"Mollusc, unidentified","flesh texture, shell fragment",12.28,,12.28,,3: 5-49% remaining (some muscle),"pieces of flesh, large shell fragment (previously two separate items); other tissue = ATF bait (discarded)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Anchor Point Lodge,,9,8,E,,Howard Bay,N,2.93,350,2,"halibut skin, ATF",PH,FALSE,2328,34.5,87.6,876,104.858058,96-115,N,F,,,18,7.94,8,Contents,,,,,,00-Jan-00,,TRUE,2161,2328,TRUE,2328A,14-Jun-17,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,41.97,,5.44,,"2: < 5% remaining (beak, spines, otoliths)","loose vertebrae, dentary, subopercle, fin/branchiostegal rays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Anchor Point Lodge,,9,8,E,,Howard Bay,N,2.93,350,2,"halibut skin, ATF",PH,FALSE,2328,34.5,87.6,876,104.858058,96-115,N,F,,,18,7.94,8,Contents,,,,,,00-Jan-00,,TRUE,2162,2328,TRUE,2328B,14-Jun-17,CB,2,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,41.97,,36.53,,3: 5-49% remaining (some muscle),"squid beak (upper and lower); 7 attached legs, 1 detached leg; missing mantle and tentacles; beak pulled from buccal mass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,0.28,18.04,5.21,24.9,0.16,5.84,4.24,13.76,0.12,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,,4,9,F,,Funter Bay,Y,,420,3,"ATF, halibut skin",PH,FALSE,2329,52,132.1,1321,158.046928,>135,N,F,0,0,70,31.75,3,"bones, pair or otoliths, detached vertebrae",,,,,,,,TRUE,2366,2329,TRUE,2329B,22-Jun-17,CB,3,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,17.35,,1.8,,"2: < 5% remaining (beak, spines, otoliths)","cleithrum, dentary, subopercle, 2 maxilla, otolith (2)",fair,fair,57.99,57.24,12.1,11.87,4.41,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,,4,9,F,,Funter Bay,Y,,420,3,"ATF, halibut skin",PH,FALSE,2329,52,132.1,1321,158.046928,>135,N,F,0,0,70,31.75,3,"bones, pair or otoliths, detached vertebrae",,,,,,,,TRUE,2367,2329,TRUE,2329C,22-Jun-17,CB,3,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,17.35,,1.97,,"2: < 5% remaining (beak, spines, otoliths)","dentary, anguloarticular (2), lens, maxilla (2), premaxilla, otolith (2 - no measurements)",poor,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,,4,9,F,,Funter Bay,Y,,420,3,"ATF, halibut skin",PH,FALSE,2329,52,132.1,1321,158.046928,>135,N,F,0,0,70,31.75,3,"bones, pair or otoliths, detached vertebrae",,,,,,,,TRUE,2365,2329,TRUE,2329A,22-Jun-17,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"otolith shape, club-like post cleithrum",17.35,,13.58,,"2: < 5% remaining (beak, spines, otoliths)","attached maxilla (2) and premaxilla (2), misc. bone, post cleithrum (2), vertebrae, branchiostegal rays, fin rays, other bones, loose flesh, otolith (no mass)",poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2331,31.75,80.6,806,96.499807,96-115,N,M,6,0,,,8,Contents,,,,,,00-Jan-00,,TRUE,2277,2331,TRUE,2331B,20-Jun-17,CB,2,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"long and slender rib bones, H-shaped hemals",94.12,,47,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)","full fish, little skin and scales, more digested than 2331A; in with 2331A",,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2331,31.75,80.6,806,96.499807,96-115,N,M,6,0,,,8,Contents,,,,,,00-Jan-00,,TRUE,2276,2331,TRUE,2331A,20-Jun-17,CB,2,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"body morphology and coloration, head shape, H-shaped hemals, long and slender rib bones",94.12,,47.12,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)","full fish, some skin and scales; in with 2331B",,,,,,,,,191,,172,,150,,34.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Anchor Point Lodge,,10,8,E,,Howard Bay,N,1.08,320,2,"halibut skin, ATF",ATF,FALSE,2332,21.25,54,540,111.3990025,96-115,N,,,,,,,,,,,,,00-Jan-00,,TRUE,1398,2332,TRUE,2332A,13-Aug-16,CB,1,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"H-shaped hemal arches, vertebral count",25.91,,25.91,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","fish, small amount of loose flesh",,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Charter,Anchor Point Lodge,,9,8,E,,Howard Bay,N,2.93,350,2,"halibut skin, ATF",ATF,FALSE,2333,20.5,52.1,521,107.467273,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,934,2333,TRUE,2333A,14-Sep-16,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,4.21,,4.21,,3: 5-49% remaining (some muscle),"premaxilla (2), maxilla, cleithrum, post cleithrum (2), vertebrae, some flesh attached to bone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2343,29,73.7,737,88.141556,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,982,2343,TRUE,2343A,15-Sep-16,CB,2,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,H-shaped hemal arches,1.75,,0.65,,"2: < 5% remaining (beak, spines, otoliths)","no head (standard length), vertebral column",,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2343,29,73.7,737,88.141556,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,983,2343,TRUE,2343B,15-Sep-16,CB,2,Clams/Mussels/Snails,Mollusca,Cephalopoda,82326,Class,"Squid/Octopus, unidentified",arms,1.75,,1.1,,"2: < 5% remaining (beak, spines, otoliths)",in w/ vial 2343A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2344,30.5,77.5,775,92.700602,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2204,2344,TRUE,2344C,15-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"head shape, body morphology, H-shaped hemals",122.48,,36.22,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),full fish with some skin and scales; in with 2344B,,,,,,,,,,,,,147,,34.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2344,30.5,77.5,775,92.700602,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2203,2344,TRUE,2344B,15-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"body morphology, dentary shape, H-shaped hemals",122.48,,49.17,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),full fish with some skin and scales; in with 2344C,,,,,,,,,192,,,,165,,36.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2344,30.5,77.5,775,92.700602,76-95,N,M,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2202,2344,TRUE,2344A,15-Jun-17,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, club-like post cleithrum",122.48,,37.09,,3: 5-49% remaining (some muscle),"subopercle, lens (2), premaxilla (2), maxilla (2), cleithrum (2), dentary, post cleithrum, otolith (2), partial vertebral column with flesh attached, partial head, loose vertebrae, branchiostegal rays",good,fair,225.63,212.13,16.7,16.58,6.44,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2345,59.25,150.5,1505,180.082317,>135,N,F,,,110,49.9,3,"misc bones, vertebrae",,,,,,,,TRUE,2190,2345,TRUE,2345E,15-Jun-17,CB,5,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,69.67,,4.74,,"2: < 5% remaining (beak, spines, otoliths)","dentary, misc. bone, subopercle (2), 2 maxilla, otolith (2)",fair,fair,338.76,312.39,17.93,17.28,7.51,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2345,59.25,150.5,1505,180.082317,>135,N,F,,,110,49.9,3,"misc bones, vertebrae",,,,,,,,TRUE,2189,2345,TRUE,2345D,15-Jun-17,CB,5,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,69.67,,18.77,,"2: < 5% remaining (beak, spines, otoliths)","dentary, cleithrum (2), subopercle (2), otolith (2), 2 premaxilla, misc. bone, remaining (loose) vertebrae",fair,fair,338.93,409.94,19.14,19.89,7.18,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2345,59.25,150.5,1505,180.082317,>135,N,F,,,110,49.9,3,"misc bones, vertebrae",,,,,,,,TRUE,2186,2345,TRUE,2345A,15-Jun-17,CB,5,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, club-like post cleithrum",69.67,,43.55,,"2: < 5% remaining (beak, spines, otoliths)","premaxilla, cleithrum, anguloarticular, dentary, otolith (2), misc. bone, subopercle (2), loose vertebrae (count=50), post cleithrum (2), all misc. bones",good,good,676.8,677.85,22.63,21.61,9.42,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2345,59.25,150.5,1505,180.082317,>135,N,F,,,110,49.9,3,"misc bones, vertebrae",,,,,,,,TRUE,2187,2345,TRUE,2345B,15-Jun-17,CB,5,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,69.67,,0.93,,"2: < 5% remaining (beak, spines, otoliths)","dentary, anguloarticular, premaxilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,Wayne,5,9,F,,Funter Bay,Y,,385,4,"ATF, halibut skin",PH,FALSE,2345,59.25,150.5,1505,180.082317,>135,N,F,,,110,49.9,3,"misc bones, vertebrae",,,,,,,,TRUE,2188,2345,TRUE,2345C,15-Jun-17,CB,5,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bone,69.67,,1.68,,"2: < 5% remaining (beak, spines, otoliths)",dentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",PH,FALSE,2347,32.75,83.2,832,99.539171,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,,TRUE,2167,2347,TRUE,2347A,14-Jun-17,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,7.41,,7.41,,3: 5-49% remaining (some muscle),"maxilla (2), premaxilla (2), anguloarticular (2), dentary, lens, fin rays, misc. bones, partial vertebral column (posterior), loose vertebrae and flesh, otolith (2)",fair,fair,137.64,155.4,14.19,14.27,5.8,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Charter,Aukai,Edmond Coccagna,,6,C,,Lynn Canal,,1,315,4,ATF,ATF,FALSE,2355,20,50.8,508,104.84612,96-115,N,F,,,,,2,vertebrae column (tag in unknown tag location),Location: N 58.44962 W134.91429,,,,,,,TRUE,954,2355,TRUE,2355A,15-Sep-16,CB,1,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,H-shaped hemal arches,0.85,,0.85,,"2: < 5% remaining (beak, spines, otoliths)","vertebral column, no head, 1-2 vertebrae missing",,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,,,13,G,,Icy Strait,,,350,,"ATF, halibut skin",PH,FALSE,2361,29.5,74.9,749,89.661238,76-95,N,F,,,8.5,3.86,2,"two fish bones, 1 cleithrum",,,,,,,,TRUE,955,2361,TRUE,2361A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","cleithrum, other fish bones",0.18,,0.18,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,6,30,2016,182,Charter,Anchor Point Lodge,,,13,G,,Icy Strait,,,350,,"ATF, halibut skin",PH,FALSE,2366,34.75,88.3,883,105.617899,96-115,N,M,,,20.25,9.19,2,misc bones,,,,,,,,TRUE,962,2366,TRUE,2366A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","ctenoid scale, fish bones",0.14,,0.14,,"2: < 5% remaining (beak, spines, otoliths)","ctenoid scale, fish bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
