Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Date,Species,2015TagInventory,PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode
6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,6/30/2015,PH,TRUE,1161,34.75,88.3,883,105.617899,96-115,N,F,,,,,1,empty,,,,,,,
6,30,2015,181,Charter,Kiska Ann,Ben Huntley,3,2,B,,N. Lynn Canal,Y,2.17,400,4,"skin, cod, salmon, ATF",6/30/2015,PH,TRUE,0358,35.50,90.2,902,107.897422,96-115,N,F,,,17.86,8.10,2,vertebrae and bones; fork length on shore = 35.75,,,,,,,
6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,6/30/2015,PH,TRUE,1154,35.50,90.2,902,107.897422,96-115,N,F,,,,,3,fish bones with flesh attached,,,,,,,
6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,6/30/2015,PH,TRUE,1166,35.75,90.8,908,108.657263,96-115,N,F,,,,,2,vertebrae and other bones,,,,,,,
6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,6/30/2015,PH,TRUE,1160,36.50,92.7,927,110.936786,96-115,N,F,,,,,1,empty,,,,,,,
6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,6/30/2015,PH,TRUE,1175,40.25,102.2,1022,122.334401,116-135,N,F,,,,,5,"one squid, mostly intact",,,,,,,
6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,6/30/2015,PH,TRUE,1171,41.50,105.4,1054,126.133606,116-135,N,F,,,,,2,one rib bone,,,,,,,
6,30,2015,181,Charter,Kiska Ann,Ben Huntley,3,2,B,,N. Lynn Canal,Y,2.17,400,4,"skin, cod, salmon, ATF",6/30/2015,PH,TRUE,0348,43.00,109.2,1092,130.692652,116-135,N,F,2,0,,,3,cephalopod beak and tissue; fork length on shore = 42.5,,,,,,,
6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,6/30/2015,PH,TRUE,1155,44.25,112.4,1124,134.491857,116-135,N,F,,,,,2,vertebrae and other fish bones,,,,,,,
6,30,2015,181,Charter,Kiska Ann,Ben Huntley,3,2,B,,N. Lynn Canal,Y,2.17,400,4,"skin, cod, salmon, ATF",6/30/2015,PH,TRUE,0363,52.50,129.5,1295,155.007564,>136,N,F,,,,,1,empty,fork length on shore = 52.5,,,,,,
6,30,2015,181,Charter,Kiska Ann,Ben Huntley,3,2,B,,N. Lynn Canal,Y,2.17,400,4,"skin, cod, salmon, ATF",6/30/2015,PH,TRUE,0392,54.00,137.2,1372,164.125656,>136,N,F,,,76.83,34.85,3,fish; PC5 for three crabs; fork length on shore = 54.5,,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,320,,herring,7/5/2015,PH,TRUE,1139,12.40,31.5,315,37.6929,<76,N,F,,,,,2,large vertebrae,,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,200,,other,7/5/2015,PH,TRUE,03985CP,21.26,54.0,540,64.6164,<76,N,F,,,3.53,1.60,1,empty,,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,7,D,,Favorite Channel,N,,310,,"halibut skin, herring",7/5/2015,PH,TRUE,0415G,25.67,65.2,652,78.01832,76-95,N,F,,,,,3,"fleshy fish, no skin",,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,herring,7/5/2015,PH,TRUE,1150,25.98,66.0,660,78.9756,76-95,N,F,,,6.61,3.00,1,empty,,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,240,,other,7/5/2015,PH,TRUE,0777,26.10,66.3,663,79.33458,76-95,N,F,,,,,1,empty,,82,81.1,,,,
7,5,2015,186,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,210,,cod,7/5/2015,PH,FALSE,07051502,27.13,68.9,689,82.44574,76-95,N,F,,,,,4,crab (herring bait),,,,,,,1
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,150,,herring,7/5/2015,PH,FALSE,0413G,27.24,69.2,692,82.80472,76-95,N,F,,,,,3,prawn,,100.5,81,,,,1
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,150,,herring,7/5/2015,PH,TRUE,03916CP,27.36,69.5,695,83.1637,76-95,N,F,,,,,2,vertebrae and other bones,,82.3,77,,,,1
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,150,,herring,7/5/2015,PH,TRUE,04363CP,27.52,69.9,699,83.64234,76-95,N,F,,,,,1,empty,,74.6,55.4,,,,0
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,225,,squid,7/5/2015,PH,TRUE,1136,27.56,70.0,700,83.762,76-95,N,F,,,7.72,3.50,3,fish,,83.9,77.1,,,,
7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,240,,herring,7/5/2015,PH,FALSE,0417G,27.72,70.4,704,84.24064,76-95,N,F,,,,,3,"random fish organs (gallbladder, pyloric caecum)",,84.2,82.4,,,,
7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",7/5/2015,PH,TRUE,1118,27.95,71.0,710,84.9586,76-95,N,F,,,,,2,vertebrae (also had herring head),,85.4,89.6,,,,
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,225,,squid,7/5/2015,PH,TRUE,0773,28.27,71.8,718,85.91588,76-95,N,F,,,9.70,4.40,4,"fish, semi digested",,91.5,78.8,,,,
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,240,,other,7/5/2015,PH,TRUE,0781,28.35,72.0,720,86.1552,76-95,N,F,,,,,4,"squid, vertebrae and bones with flesh attached, lots of scales",,89.6,83.3,,,,
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,150,,herring,7/5/2015,PH,TRUE,36065,28.54,72.5,725,86.7535,76-95,N,F,,,,,2,lens and otolith,,81.4,74.4,,,,1
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,240,,other,7/5/2015,PH,TRUE,1018,28.54,72.5,725,86.7535,76-95,N,F,,,8.82,4.00,1,empty,,94.6,87,,,,
7,5,2015,186,Personal Use,Private Angler,,,7,D,,Favorite Channel,N,,310,,"halibut skin, herring",7/5/2015,PH,TRUE,04665CP,28.66,72.8,728,87.11248,76-95,N,F,,,,,2,fish vertebrae,,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,150,,herring,7/5/2015,PH,TRUE,03831CP,28.66,72.8,728,87.11248,76-95,N,F,,,,,2,fish bones and lens,,80.4,75.9,,,,1
7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,300,,herring,7/5/2015,PH,TRUE,1131,29.37,74.6,746,89.26636,76-95,N,F,,,9.92,4.50,3,"chunk of flesh, possibly bait",,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,150,,herring,7/5/2015,PH,TRUE,08712CP,29.72,75.5,755,90.3433,76-95,N,F,,,,,4,"fish with flesh, no skin",,87,76.9,,,,1
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,240,,other,7/5/2015,PH,TRUE,0782,29.72,75.5,755,90.3433,76-95,N,F,,,11.57,5.25,4,two fish (one is PCmay be bait),,97.6,88.7,,,,
7,5,2015,186,Personal Use,Private Angler,,,,,,,N,,,,,7/5/2015,PH,TRUE,1126,29.84,75.8,758,90.70228,76-95,N,F,,,11.24,5.10,4,"fish head, maybe old bait",,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",7/5/2015,PH,TRUE,1115,30.47,77.4,774,92.61684,76-95,N,F,,,,,4,squid,,95.2,94.1,,,,
7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,320,,herring,7/5/2015,PH,TRUE,1143,30.51,77.5,775,92.7365,76-95,N,F,,,11.90,5.40,1,empty,,,,,,,
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,135,,herring,7/5/2015,PH,TRUE,36599,30.91,78.5,785,93.9331,76-95,N,F,,,11.46,5.20,4,fish and cephalopod beaks,,93.5,83.2,,,,1
7,5,2015,186,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,225,,squid,7/5/2015,PH,TRUE,1134,31.50,80.0,800,95.728,76-95,N,F,,,10.36,4.70,3,"lots of vertebrae, some flesh, otoliths",,104.6,98.5,,,,
7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",7/5/2015,PH,TRUE,1116,32.20,81.8,818,97.88188,96-115,N,F,,,,,2,crab bits,,103.3,86.5,,,,
7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,Y,,150,,herring,7/5/2015,PH,TRUE,1347,32.28,82.0,820,98.1212,96-115,N,F,,,,,4,two fish (one may be bait),,99.4,89.3,,,,
7,5,2015,186,Personal Use,Private Angler,,,11,G,,Icy Strait,N,,150,,herring,7/5/2015,PH,TRUE,02095CP,33.31,84.6,846,101.23236,96-115,N,F,,,,,2,one tiny rib bone,,98.4,89.5,,,,1
7,5,2015,186,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,175,,herring,7/5/2015,PH,TRUE,1328,33.43,84.9,849,101.59134,96-115,N,F,,,14.55,6.60,1,empty,,102.8,91.3,,,,0
7,5,2015,186,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,175,,herring,7/5/2015,PH,TRUE,1331,34.09,86.6,866,103.62556,96-115,N,F,,,16.09,7.30,,,,107.8,99.5,,,,1
7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",7/5/2015,PH,TRUE,1133,34.21,86.9,869,103.98454,96-115,N,F,,,,,1,empty,,94.3,86.2,,,,
7,5,2015,186,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,210,,cod,7/5/2015,PH,FALSE,07051503,34.96,88.8,888,106.25808,96-115,N,F,,,,,1,empty,,,,,,,0
7,5,2015,186,Personal Use,Private Angler,,,8,E,,Howard Bay,N,,220,,salmon,7/5/2015,PH,TRUE,08713CP,35.43,90.0,900,107.694,96-115,N,F,,,,,2,fish bones,,,,,,,1
7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",7/5/2015,PH,TRUE,1147,38.74,98.4,984,117.74544,116-135,N,F,,,,,3,big fish (Tupperware),,,118.6,,,,
7,5,2015,186,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,210,,cod,7/5/2015,PH,FALSE,07051501,39.02,99.1,991,118.58306,116-135,N,F,,,,,2,"fish bones, mandible",,,,,,,1
7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,320,,herring,7/5/2015,PH,TRUE,1149,42.20,107.2,1072,128.27552,116-135,N,F,,,27.01,12.25,2,"large fish bones, otolith, vertebrae, mandible",,124.6,109.7,,,,
7,5,2015,186,Personal Use,Private Angler,,,8,E,,Howard Bay,N,,220,,salmon,7/5/2015,PH,TRUE,03287CP,42.52,108.0,1080,129.2328,116-135,N,F,,,,,3,"large fish, skeleton and flesh",,,,,,,1
7,10,2015,191,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,2.00,350,4,"skin, salmon",7/10/2015,PH,TRUE,1862,27.00,68.6,686,82.062828,76-95,N,F,,,,,3,bones with flesh attached,,,,,,,1
7,10,2015,191,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,4,"skin, cod, salmon",7/10/2015,PH,TRUE,1820,28.00,71.1,711,85.102192,76-95,N,F,0,0,,,2,small bones and big scales,,,,,,,1
7,14,2015,195,Charter,,Steven Miyaki,1,2,B,,N. Lynn Canal,Y,2.00,350,4,"cod, salmon",7/14/2015,PH,TRUE,1866,33.25,84.5,845,101.058853,96-115,N,F,,,,,3,giant fish,,,,,,,
7,14,2015,195,Charter,,Steven Miyaki,1,2,B,,N. Lynn Canal,Y,2.00,350,4,"cod, salmon",7/14/2015,PH,TRUE,1890,35.00,88.9,889,106.37774,96-115,N,F,,,,,3,fish,,,,,,,
7,14,2015,195,Charter,,Steven Miyaki,1,2,B,,N. Lynn Canal,Y,2.00,350,4,"cod, salmon",7/14/2015,PH,TRUE,1891,39.00,99.1,991,118.535196,116-135,N,F,,,,,3,fish bones with flesh attached,,,,,,,
7,15,2015,196,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,1.00,250,4,"skin, cod, salmon",7/15/2015,PH,TRUE,1803,29.75,75.6,756,90.421079,76-95,N,F,5,0,,,1,empty,,,,,,,0
7,15,2015,196,Charter,,Steven Miyaki,1,11,G,,Icy Strait,,3.00,350,4,"cod, salmon",7/15/2015,PH,TRUE,1837,29.75,75.6,756,90.421079,76-95,N,F,,,,,2,bones and brittle star,,,,,,,1
7,15,2015,196,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.33,400,4,"skin, cod, salmon, pollock",7/15/2015,PH,TRUE,0334,30.25,76.8,768,91.940761,76-95,N,F,,,,,3,"vertebrae with flesh attached and otolith, lens, other bones",,,,,,,
7,15,2015,196,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,1.00,250,4,"skin, cod, salmon",7/15/2015,PH,TRUE,1849,31.00,78.7,787,94.220284,76-95,N,F,,,,,1,empty,,,,,,,0
7,15,2015,196,Charter,,Steven Miyaki,1,11,G,,Icy Strait,,3.00,350,4,"cod, salmon",7/15/2015,PH,TRUE,1826,36.50,92.7,927,110.936786,96-115,N,F,,,,,4,giant fish,,,,,,,1
7,15,2015,196,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.33,400,4,"skin, cod, salmon, pollock",7/15/2015,PH,TRUE,1550,36.75,93.3,933,111.696627,96-115,N,F,,,,,1,empty,,,,,,,
7,16,2015,197,Charter,,Steven Miyaki,1,13,G,,Icy Strait,Y,0.50,250,4,"skin, cod",7/16/2015,PH,TRUE,1832,28.50,72.4,724,86.621874,76-95,N,F,4,0,,,1,empty,,,,,,,0
7,16,2015,197,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2.17,350,4,"skin, cod, salmon",7/16/2015,PH,TRUE,1546,29.25,74.3,743,88.901397,76-95,N,F,,,,,2,bones and beaks (PC3 shrimp),,,,,,,1
7,16,2015,197,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2.17,350,4,"skin, cod, salmon",7/16/2015,PH,TRUE,1536,30.00,76.2,762,91.18092,76-95,N,F,13,0,,,1,empty,,,,,,,0
7,16,2015,197,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2.17,350,4,"skin, cod, salmon",7/16/2015,PH,TRUE,1534,30.00,76.2,762,91.18092,76-95,N,F,,,,,1,empty,original tag ID 1354,,,,,,0
7,16,2015,197,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.00,350,4,"skin, cod, salmon",7/16/2015,PH,TRUE,1827,30.50,77.5,775,92.700602,76-95,N,F,,,,,2,"otoliths, vertebrae, lens",,,,,,,1
7,16,2015,197,Charter,,Steven Miyaki,1,13,G,,Icy Strait,Y,0.50,250,4,"skin, cod",7/16/2015,PH,TRUE,1835,30.50,77.5,775,92.700602,76-95,N,F,,,,,1,empty,,,,,,,0
7,16,2015,197,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,2.17,350,4,"skin, cod, salmon",7/16/2015,PH,TRUE,1528,31.00,78.7,787,94.220284,76-95,N,F,,,,,2,fish vertebrae,,,,,,,1
7,16,2015,197,Charter,Miley T,Brandon Rux,1,9,F,,Funter Bay,N,2.00,200,3,"skin, cod",7/16/2015,PH,TRUE,1828,32.00,81.3,813,97.259648,96-115,N,F,,,,,1,empty,,,,,,,0
7,16,2015,197,Charter,Miley T,Brandon Rux,1,9,F,,Funter Bay,N,2.00,200,3,"skin, cod",7/16/2015,PH,TRUE,1841,32.00,81.3,813,97.259648,96-115,N,F,3,0,,,1,empty,,,,,,,0
7,16,2015,197,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.00,350,4,"skin, cod, salmon",7/16/2015,PH,TRUE,1838,32.50,82.6,826,98.77933,96-115,N,F,9,0,,,3,vertebrae with flesh attached,,,,,,,1
7,16,2015,197,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.00,350,4,"skin, cod, salmon",7/16/2015,PH,TRUE,1846,33.00,83.8,838,100.299012,96-115,N,F,,,,,3,"fish, beaks, bones",,,,,,,1
7,16,2015,197,Charter,Ho'okipa,Jon Wilson,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod",7/16/2015,PH,TRUE,1850,33.00,83.8,838,100.299012,96-115,N,F,5,0,,,3,"crab, lens, fish bones",,,,,,,1
7,16,2015,197,Charter,,Steven Miyaki,1,13,G,,Icy Strait,Y,0.50,250,4,"skin, cod",7/16/2015,PH,TRUE,1848,34.00,86.4,864,103.338376,96-115,N,F,,,,,2,"cephalopod beak, fi;sh bones",,,,,,,1
7,16,2015,197,Charter,Ho'okipa,Jon Wilson,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod",7/16/2015,PH,TRUE,1830,34.75,88.3,883,105.617899,96-115,N,F,,,,,1,empty,,,,,,,0
7,16,2015,197,Charter,Ho'okipa,Jon Wilson,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod",7/16/2015,PH,TRUE,1845,36.00,91.4,914,109.417104,96-115,N,F,,,,,3,"fish with other bones, lenses",,,,,,,1
7,17,2015,198,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.50,350,4,"skin, cod, salmon",7/17/2015,PH,TRUE,1882,28.00,71.1,711,85.102192,76-95,N,F,,,,,1,empty,,,,,,,
7,17,2015,198,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.50,350,4,"skin, cod, salmon",7/17/2015,PH,TRUE,1877,30.00,76.2,762,91.18092,76-95,N,F,,,,,1,empty,,,,,,,
7,17,2015,198,Charter,Ho'okipa,Jon Wilson,2,3,B,,N. Lynn Canal,Y,2.00,350,4,"skin, cod",7/17/2015,PH,TRUE,1885,30.25,76.8,768,91.940761,76-95,N,F,,,,,4,crab claws and carapace,,,,,,,1
7,17,2015,198,Charter,Ho'okipa,Jon Wilson,2,3,B,,N. Lynn Canal,Y,2.00,350,4,"skin, cod",7/17/2015,PH,TRUE,1879,32.00,81.3,813,97.259648,96-115,N,F,,,,,2,fish bones,,,,,,,1
7,17,2015,198,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,,0.67,350,3,"skin, salmon",7/17/2015,PH,TRUE,1435,35.50,90.2,902,107.897422,96-115,N,F,,,,,1,empty,,,,,,,
7,17,2015,198,Charter,Kaley Y,Kenji Yamada,1,5,C,,Lynn Canal,Y,1.25,300,2,"skin, cod, salmon",7/17/2015,PH,TRUE,1884,40.25,102.2,1022,122.334401,116-135,N,F,,,,,3,"fish vertebrae, lens",,,,,,,
7,17,2015,198,Charter,Kaley Y,Kenji Yamada,1,5,C,,Lynn Canal,Y,1.25,300,2,"skin, cod, salmon",7/17/2015,PH,TRUE,1831,41.50,105.4,1054,126.133606,116-135,N,F,,,,,2,otolith and bones,,,,,,,
7,18,2015,199,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,,,salmon,7/18/2015,PH,TRUE,1105,26.22,66.6,666,79.69356,76-95,N,F,,,,,1,empty,,90.1,89.3,,,,
7,18,2015,199,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,300,,herring,7/18/2015,PH,TRUE,1138,29.33,74.5,745,89.1467,76-95,N,F,,,10.58,4.80,3,"lenses, otolith, bones with flesh",,84.3,79.2,,,,1
7,18,2015,199,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,,,salmon,7/18/2015,PH,TRUE,1104,32.36,82.2,822,98.36052,96-115,N,F,,,,,2,"fish vertebrae, crab, and rock",,99.5,91.2,,,,
7,18,2015,199,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,300,,herring,7/18/2015,PH,TRUE,1106,32.52,82.6,826,98.83916,96-115,N,F,,,13.45,6.10,1,empty,,92.1,89.6,,,,0
7,18,2015,199,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,300,,herring,7/18/2015,PH,TRUE,1121,33.54,85.2,852,101.95032,96-115,N,F,,,16.09,7.30,3,"bones with flesh, cephalopod beak",,80.9,89.4,,,,1
7,18,2015,199,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,,,salmon,7/18/2015,PH,TRUE,1349,36.38,92.4,924,110.56584,96-115,N,F,,,,,1,empty,,,,,,,
7,18,2015,199,Personal Use,Private Angler,,,5,C,,Lynn Canal,N,,260,,salmon,7/18/2015,PH,TRUE,1122,36.46,92.6,926,110.80516,96-115,N,F,,,,,3,"squid beaks, fish vertebrae",,,,,,,
7,18,2015,199,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,,,salmon,7/18/2015,PH,FALSE,0711B,37.60,95.5,955,114.2753,96-115,N,F,,,,,,,,,,,,,
7,18,2015,199,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,,,salmon,7/18/2015,PH,TRUE,1330,50.12,127.3,1273,152.32718,>136,N,F,,,,,2,bones,,,,,,,
7,20,2015,201,Charter,Miley T,Brandon Rux,1,8,E,,Howard Bay,N,1.00,350,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1851,28.25,71.8,718,85.862033,76-95,N,F,,,,,2,one bone,,,,,,,1
7,20,2015,201,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1880,29.00,73.7,737,88.141556,76-95,N,F,,,,,4,fish and vertebrae,,,,,,,1
7,20,2015,201,Charter,Ho'okipa,Jon Wilson,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod",7/20/2015,PH,TRUE,1881,30.75,78.1,781,93.460443,76-95,N,F,,,,,4,"large fish, other fish, vertebrae",,,,,,,1
7,20,2015,201,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1864,31.00,78.7,787,94.220284,76-95,N,F,,,,,,,,,,,,,0
7,20,2015,201,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1900,32.50,82.6,826,98.77933,96-115,N,F,7,0,,,3,fish,,,,,,,1
7,20,2015,201,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,0.75,350,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1817,33.00,83.8,838,100.299012,96-115,N,F,,,,,2,scales and lens?,,,,,,,1
7,20,2015,201,Charter,Ho'okipa,Jon Wilson,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod",7/20/2015,PH,TRUE,1805,34.00,86.4,864,103.338376,96-115,N,F,,,,,3,two fish,,,,,,,1
7,20,2015,201,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1878,34.50,87.6,876,104.858058,96-115,N,F,,,,,2,bones,,,,,,,1
7,20,2015,201,Research,UAF,RV Ishkeen,,5,C,,Lynn Canal,N,0.89,313,3,"squid, ATF",7/20/2015,PH,FALSE,07201505,35.28,89.6,896,107.21536,96-115,N,F,,,19.84,9.00,2,Single crab leg removed with gastric lavage; rest of crab remained (known); euthanized,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1440,36.00,91.4,914,109.417104,96-115,N,F,,,,,3,fish,,,,,,,
7,20,2015,201,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,250,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1893,36.75,93.3,933,111.696627,96-115,N,F,,,,,1,empty,,,,,,,0
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,PH,TRUE,1428,37.00,94.0,940,112.456468,96-115,N,F,,,,,2,"beak, bones, operculum., fin ray",,,,,,,
7,21,2015,202,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,1.00,250,4,salmon,7/21/2015,PH,TRUE,1808,30.00,76.2,762,91.18092,76-95,N,F,,,,,2,vertebrae and other bones,,,,,,,1
7,21,2015,202,Charter,Miley T,Brandon Rux,1,13,G,,Icy Strait,N,1.00,250,4,salmon,7/21/2015,PH,TRUE,1816,30.75,78.1,781,93.460443,76-95,N,F,,,,,2,fish bones (removed bait),,,,,,,1
7,21,2015,202,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,0.50,250,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1690,31.00,78.7,787,94.220284,76-95,N,F,,,,,1,empty,,,,,,,0
7,21,2015,202,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,0.50,250,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1693,32.00,81.3,813,97.259648,96-115,N,F,4,0,,,2,bones and crab claws,,,,,,,1
7,21,2015,202,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,1.00,300,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1821,32.75,83.2,832,99.539171,96-115,N,F,,,,,2,bones and crab leg,,,,,,,1
7,21,2015,202,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,0.50,250,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1685,33.00,83.8,838,100.299012,96-115,N,F,,,,,2,one bone,,,,,,,0
7,21,2015,202,Charter,Kaley Y,Kenji Yamada,1,13,G,,Icy Strait,Y,1.50,350,4,"skin, salmon",7/21/2015,PH,TRUE,1819,33.50,85.1,851,101.818694,96-115,N,F,8,0,,,,,,,,,,,0
7,21,2015,202,Charter,Shelter Lodge,Richard Yamada,1,13,G,,Icy Strait,N,0.50,250,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1696,34.00,86.4,864,103.338376,96-115,N,F,,,,,3,fish and other bones,,,,,,,1
7,21,2015,202,Charter,Kiska Ann,Ben Huntley,1,13,G,,Icy Strait,Y,1.00,300,4,"skin, cod, salmon",7/21/2015,PH,TRUE,1807,34.25,87.0,870,104.098217,96-115,N,F,,,,,2,one bone and lens,,,,,,,1
